wage,hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
393,48,92,37,12,15,16,38,1,0,1,1,1,1,8,7,5.973809719085693
600,40,127,44,12,8,3,28,0,0,1,0,2,2,9,12,6.396929740905762
962,50,109,44,12,21,12,37,1,0,1,0,0,1,6,NA,6.869014263153076
962,40,97,42,12,15,4,34,1,0,1,0,5,1,10,8,6.869014263153076
865,40,66,30,11,10,7,30,1,0,0,1,14,4,0,10,6.762729644775391
1154,50,109,46,16,10,3,35,1,0,1,1,2,1,16,14,7.050989627838135
1386,42,109,43,16,10,11,34,1,0,1,0,1,1,4,14,7.234177112579346
732,40,104,36,12,10,7,36,1,0,1,1,1,2,NA,NA,6.595780372619629
865,40,85,44,13,4,9,34,1,0,1,1,3,3,8,8,6.762729644775391
700,40,81,26,12,13,13,31,1,0,1,0,5,6,8,4,6.551080226898193
975,40,87,12,9,20,10,37,1,0,1,0,3,NA,5,4,6.882437705993652
1300,40,78,40,13,12,3,33,1,0,1,1,2,3,12,12,7.170119762420654
900,40,54,37,14,12,3,31,1,0,1,1,2,1,12,12,6.802394866943359
829,40,98,33,12,15,15,36,1,0,0,1,4,5,8,8,6.72022008895874
1000,40,98,34,12,17,13,36,1,0,1,1,3,NA,12,NA,6.907755374908447
827,40,105,29,16,7,8,30,1,0,0,1,2,1,16,12,6.717804908752441
500,44,87,25,13,5,2,31,1,0,1,1,7,NA,12,NA,6.214608192443848
1155,40,117,25,13,9,1,28,1,0,0,1,3,2,12,12,7.051855564117432
950,55,85,30,15,8,3,29,0,0,0,1,2,NA,12,12,6.856462001800537
700,40,82,35,13,10,4,30,1,0,0,1,4,5,8,NA,6.551080226898193
1710,45,114,39,18,7,6,32,1,0,0,1,1,1,12,NA,7.444248676300049
533,30,65,21,12,5,1,32,0,1,0,1,5,1,11,12,6.278521537780762
2004,48,105,48,18,10,0,34,1,0,0,1,2,1,12,12,7.602900505065918
890,60,92,20,14,9,8,32,1,0,0,1,1,2,7,7,6.791221618652344
3078,30,107,23,13,11,4,29,1,0,0,1,2,2,12,12,8.032034873962402
1539,40,111,41,17,10,13,37,1,0,0,1,3,2,12,16,7.338888168334961
508,40,73,38,12,1,1,31,1,1,0,1,1,NA,NA,NA,6.2304816246032715
1354,40,119,49,17,13,9,35,0,0,0,0,2,1,16,16,7.210818290710449
1143,35,97,40,12,21,8,38,1,0,0,1,5,1,12,12,7.041411876678467
962,40,110,34,12,16,8,33,1,0,0,1,2,1,10,10,6.869014263153076
1250,44,96,32,12,19,20,38,1,0,0,1,2,1,12,12,7.130898952484131
990,40,67,23,12,16,3,34,1,1,0,1,2,1,8,8,6.897705078125
905,40,102,31,12,17,4,37,1,0,0,0,5,5,12,12,6.807934761047363
926,55,64,22,12,18,0,38,1,0,0,1,4,5,0,2,6.830874443054199
1559,40,103,32,12,17,10,34,1,0,0,1,3,4,8,8,7.351799964904785
1312,40,118,39,10,14,4,32,1,0,0,1,0,1,12,8,7.17930793762207
923,40,118,36,14,8,16,35,1,1,0,1,5,1,7,NA,6.827629089355469
879,40,118,41,18,1,9,31,1,0,0,1,1,2,13,13,6.77878475189209
800,25,75,37,13,14,1,38,1,0,1,1,0,1,12,10,6.684611797332764
1049,50,112,45,14,6,10,32,1,0,0,0,3,3,12,10,6.955592632293701
550,40,95,20,12,4,1,30,0,0,0,0,3,4,12,10,6.309918403625488
1190,40,119,38,17,4,2,34,1,0,0,1,0,1,12,14,7.0817084312438965
583,48,94,35,14,10,6,37,1,0,0,0,2,1,12,12,6.368186950683594
1200,40,103,27,14,5,2,30,1,0,0,1,1,1,6,7,7.090076923370361
797,55,90,36,16,11,5,33,1,0,0,1,5,2,14,17,6.680854797363281
1371,40,128,50,18,8,13,36,1,0,0,0,1,2,16,12,7.22329568862915
360,55,110,44,13,11,1,38,0,1,0,1,4,NA,12,8,5.886104106903076
1270,40,84,40,12,11,12,30,1,0,0,1,2,2,12,12,7.146772384643555
1832,40,97,38,12,16,1,36,1,0,0,1,1,2,8,12,7.5131635665893555
909,40,102,34,12,14,5,33,1,0,0,1,3,3,12,7,6.812345027923584
1746,40,131,41,18,9,10,33,1,0,0,1,7,3,12,12,7.46508264541626
520,40,126,23,16,8,1,30,1,0,0,1,7,5,12,12,6.253829002380371
808,40,107,32,16,6,7,29,1,0,0,0,7,6,12,12,6.694561958312988
2137,45,108,45,16,11,2,36,1,0,0,1,2,3,12,NA,7.667158126831055
692,50,92,49,15,9,3,38,1,1,0,1,0,1,8,8,6.539586067199707
931,80,108,40,16,4,1,36,1,0,0,1,4,2,12,12,6.836259365081787
812,45,115,46,16,11,3,34,1,0,0,1,1,2,12,8,6.699500560760498
866,40,111,44,14,16,14,35,1,0,0,1,1,1,12,12,6.763885021209717
1442,40,115,47,12,14,9,36,1,0,0,1,7,5,12,12,7.273786544799805
500,40,101,31,14,12,0,32,1,0,0,0,2,2,11,6,6.214608192443848
1384,50,114,48,18,12,2,37,1,0,0,1,1,1,12,13,7.232733249664307
528,55,116,40,18,5,9,30,1,0,0,1,4,5,12,12,6.269096374511719
881,40,90,41,12,4,14,36,1,0,0,0,2,3,12,NA,6.781057834625244
1026,45,125,33,12,11,11,28,1,0,0,1,3,1,14,17,6.933423042297363
1212,40,98,26,12,11,12,28,0,0,0,1,4,NA,12,10,7.100027084350586
1620,38,111,42,15,8,5,29,1,0,0,0,1,2,10,NA,7.390181541442871
1843,48,109,38,16,11,2,32,1,0,0,1,3,2,12,NA,7.5191497802734375
1602,60,124,36,16,12,2,37,1,0,0,1,1,2,12,12,7.3790082931518555
1000,40,121,35,13,6,1,33,1,0,0,1,2,2,8,14,6.907755374908447
737,48,103,37,12,7,4,30,1,0,0,1,4,4,10,NA,6.602587699890137
1699,40,96,19,12,10,1,29,0,0,1,1,2,3,12,12,7.437795162200928
1699,40,100,40,12,11,9,33,1,0,0,1,1,2,12,8,7.437795162200928
1025,48,104,30,14,6,5,32,1,0,0,1,2,3,NA,12,6.932447910308838
1107,40,112,38,12,12,5,38,1,0,0,1,5,3,11,12,7.009408950805664
625,40,73,24,11,1,1,31,1,0,0,1,3,4,12,12,6.437751770019531
720,50,101,39,13,1,7,29,1,0,0,1,4,2,11,11,6.579251289367676
855,40,99,44,12,19,10,36,1,0,0,1,1,2,12,12,6.751101493835449
1250,40,95,23,12,12,2,32,1,0,0,1,2,2,12,12,7.130898952484131
1130,40,109,40,18,4,13,38,1,0,0,0,1,2,18,15,7.029973030090332
900,40,110,35,12,6,1,28,0,0,0,1,1,NA,13,13,6.802394866943359
1924,50,98,49,17,6,7,38,1,0,0,1,1,1,4,NA,7.562161445617676
962,40,112,46,15,8,2,37,1,0,0,1,2,1,12,16,6.869014263153076
1874,48,64,37,11,22,3,38,1,1,0,1,7,NA,NA,NA,7.535830497741699
1573,55,90,28,12,5,3,30,1,0,0,1,4,3,11,8,7.360739707946777
940,45,102,46,14,11,7,36,1,0,0,1,1,2,12,10,6.845880031585693
900,40,119,39,16,8,9,30,1,0,0,0,1,2,12,12,6.802394866943359
882,44,96,34,12,15,13,31,1,0,0,0,6,3,8,10,6.782192230224609
1710,45,118,40,18,12,12,38,1,0,0,1,1,1,12,12,7.444248676300049
1260,45,79,39,12,19,15,37,1,0,0,0,3,2,9,8,7.138866901397705
751,40,96,42,12,9,7,38,1,0,0,0,1,1,10,8,6.621405601501465
1097,50,80,27,11,12,12,28,1,0,0,0,5,1,12,11,7.0003342628479
1001,48,137,36,13,11,11,33,1,0,0,0,5,6,12,NA,6.908754825592041
1154,40,116,42,15,11,12,34,0,0,0,0,2,1,12,9,7.050989627838135
1000,43,69,31,12,15,16,35,1,0,0,1,4,4,12,8,6.907755374908447
1250,40,78,36,12,16,3,33,1,0,0,1,9,NA,6,2,7.130898952484131
857,65,99,41,12,18,3,38,1,0,1,1,2,1,8,8,6.7534379959106445
1211,27,92,33,12,13,3,31,1,0,0,1,3,2,16,12,7.099201679229736
937,32,113,23,16,12,7,29,1,0,0,1,3,NA,16,12,6.8426833152771
904,50,98,29,13,7,1,33,1,0,0,1,5,NA,12,NA,6.806829452514648
872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18,6.770789623260498
1200,40,96,26,9,18,0,34,1,0,0,1,4,3,NA,8,7.090076923370361
1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8,7.139660358428955
950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2,6.856462001800537
115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11,4.744932174682617
673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12,6.511745452880859
1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16,6.988413333892822
1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9,6.964135646820068
800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8,6.684611797332764
369,40,117,36,18,11,1,31,0,0,0,0,3,4,NA,NA,5.910796642303467
1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,NA,7.562161445617676
855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6,6.751101493835449
864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12,6.76157283782959
1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13,6.9957661628723145
1025,40,110,30,16,9,4,30,1,0,0,0,3,NA,10,12,6.932447910308838
850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,NA,6.745236396789551
673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12,6.511745452880859
800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12,6.684611797332764
1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12,6.955592632293701
884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9,6.784457206726074
800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8,6.684611797332764
1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8,7.090076923370361
664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12,6.498281955718994
1111,45,90,47,12,18,18,37,1,0,0,1,6,3,NA,NA,7.0130157470703125
850,43,111,38,16,8,8,34,1,0,0,1,4,2,NA,NA,6.745236396789551
1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12,6.907755374908447
875,40,92,32,12,8,4,29,0,0,0,1,4,NA,14,14,6.774223804473877
1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12,7.091742038726807
666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12,6.5012898445129395
923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7,6.827629089355469
788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3,6.669497966766357
950,40,86,31,10,23,5,38,1,0,1,1,9,9,NA,6,6.856462001800537
1442,40,105,42,12,9,16,37,1,0,1,1,3,4,NA,NA,7.273786544799805
866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0,6.763885021209717
625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,NA,6.437751770019531
680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7,6.522092819213867
693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8,6.541029930114746
875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,NA,6.774223804473877
2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13,7.744136810302734
1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6,7.086738109588623
700,38,85,36,12,13,8,32,1,1,1,1,6,NA,2,8,6.551080226898193
721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4,6.580639362335205
1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8,7.313220500946045
1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9,6.956545352935791
801,48,100,30,14,6,10,29,1,1,1,1,2,1,NA,NA,6.685861110687256
640,23,96,39,12,7,3,31,0,1,1,1,5,NA,NA,NA,6.46146821975708
1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12,7.088408946990967
390,55,93,38,12,4,2,32,1,0,1,1,1,NA,16,13,5.966146945953369
889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12,6.790097236633301
1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9,6.981005668640137
1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12,7.02731466293335
750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9,6.620073318481445
855,40,118,41,14,6,14,33,1,0,1,0,3,1,NA,12,6.751101493835449
525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12,6.263398170471191
1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12,7.00669527053833
553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9,6.3153581619262695
800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10,6.684611797332764
1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14,7.232733249664307
425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12,6.052089214324951
510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10,6.234410762786865
370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4,5.913503170013428
596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8,6.390240669250488
402,40,76,28,12,9,4,28,1,1,0,1,4,2,NA,10,5.9964518547058105
418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10,6.0354814529418945
1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,NA,7.032624244689941
681,40,94,24,12,18,15,35,0,0,1,1,4,NA,9,10,6.523562431335449
950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6,6.856462001800537
600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6,6.396929740905762
661,40,96,25,13,8,6,29,0,0,1,0,3,2,NA,5,6.493753910064697
925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,NA,6.829793930053711
550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5,6.309918403625488
606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7,6.406879901885986
425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7,6.052089214324951
340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18,5.828945636749268
692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5,6.539586067199707
575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12,6.3543701171875
571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6,6.347389221191406
817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5,6.705638885498047
987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12,6.894670009613037
616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,NA,6.42324686050415
1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10,6.933423042297363
808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7,6.694561958312988
808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15,6.694561958312988
788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12,6.669497966766357
850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9,6.745236396789551
900,38,106,40,12,10,19,38,1,0,1,1,7,NA,3,2,6.802394866943359
1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8,7.257002830505371
260,40,75,35,12,21,0,37,1,1,1,0,3,3,NA,NA,5.5606818199157715
662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5,6.495265483856201
562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11,6.3315019607543945
562,80,104,30,12,11,5,28,1,0,1,0,1,NA,12,12,6.3315019607543945
357,70,115,37,13,5,2,30,1,0,1,1,6,7,NA,NA,5.877735614776611
1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10,6.916715145111084
1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12,7.273786544799805
651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11,6.478509426116943
750,40,50,28,12,14,5,32,1,1,1,0,10,NA,3,NA,6.620073318481445
754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,NA,6.625392436981201
700,40,73,23,12,17,9,38,1,1,1,0,8,3,NA,NA,6.551080226898193
503,40,84,14,11,11,2,30,0,1,0,1,3,NA,9,9,6.220590114593506
937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9,6.8426833152771
624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6,6.436150550842285
750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6,6.620073318481445
900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6,6.802394866943359
540,40,70,25,10,12,10,29,1,1,1,0,9,NA,10,7,6.291569232940674
642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10,6.464588165283203
400,50,96,38,15,6,10,28,0,0,1,0,5,NA,12,NA,5.991464614868164
900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10,6.802394866943359
513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10,6.240275859832764
894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8,6.795705795288086
1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18,7.156176567077637
485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18,6.184148788452148
325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13,5.783825397491455
769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7,6.6450910568237305
618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4,6.426488399505615
1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3,6.946976184844971
751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3,6.621405601501465
380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7,5.940171241760254
300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,NA,5.703782558441162
753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7,6.624065399169922
1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12,6.970730304718018
1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12,6.975413799285889
1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18,7.360739707946777
650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9,6.476972579956055
700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10,6.551080226898193
494,40,74,30,12,16,4,34,1,1,1,0,5,NA,NA,NA,6.202535629272461
890,48,100,40,12,4,8,31,1,0,1,0,0,1,NA,NA,6.791221618652344
520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,NA,6.253829002380371
891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9,6.792344570159912
570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,NA,6.345636367797852
1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9,7.275172233581543
481,48,98,26,12,14,2,31,0,1,0,1,4,3,NA,NA,6.175867080688477
500,44,107,40,12,21,12,38,1,0,1,0,2,NA,12,7,6.214608192443848
1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14,7.295056343078613
803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12,6.6883544921875
962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12,6.869014263153076
1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,NA,6.907755374908447
600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12,6.396929740905762
450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8,6.10924768447876
629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6,6.444131374359131
492,60,67,38,12,15,2,34,1,1,1,0,3,NA,8,NA,6.198478698730469
1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13,7.353722095489502
357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16,5.877735614776611
960,40,83,25,13,14,13,32,1,0,1,1,4,NA,10,NA,6.866933345794678
566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12,6.33859395980835
481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8,6.175867080688477
1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8,7.273786544799805
645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8,6.469250202178955
788,40,100,23,11,15,6,32,1,1,1,0,5,NA,9,NA,6.669497966766357
644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,NA,6.467698574066162
477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7,6.167516708374023
664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16,6.498281955718994
520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,NA,6.253829002380371
1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6,7.091742038726807
538,45,77,22,12,12,10,28,1,1,1,0,9,NA,7,NA,6.287858486175537
873,44,109,25,12,12,12,28,1,0,1,0,1,1,NA,11,6.77193546295166
1000,40,107,32,12,17,18,35,1,0,1,0,5,1,NA,NA,6.907755374908447
