PublicHousing,HealthStatus,Supply,WaitingTime,HealthBehavior,Stamp,ParentsHealthStatus,Age,Race,Education,MaritalStatus,Race_4,Race_2,Race_1,Race_3,MaritalStatus_4,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3
30,12,5,18,16,187,9,46,3,3,1,0,0,0,1,0,1,0,0
28,11,6,17,15,179,12,43,1,1,4,0,0,1,0,1,0,0,0
27,10,4,27,10,226,12,55,1,1,4,0,0,1,0,1,0,0,0
44,15,4,34,16,202,11,47,1,2,2,0,0,1,0,0,0,1,0
29,10,4,28,12,166,7,42,2,4,1,0,1,0,0,0,1,0,0
35,12,4,29,13,181,11,58,3,3,4,0,0,0,1,1,0,0,0
31,10,6,36,8,238,9,44,3,3,3,0,0,0,1,0,0,0,1
36,12,6,26,16,240,9,35,1,2,3,0,0,1,0,0,0,0,1
30,10,4,27,12,204,16,40,1,1,2,0,0,1,0,0,0,1,0
44,18,8,16,22,147,10,50,3,2,3,0,0,0,1,0,0,0,1
45,14,7,34,16,240,8,37,3,4,3,0,0,0,1,0,0,0,1
46,15,6,34,16,193,13,44,4,2,3,1,0,0,0,0,0,0,1
33,12,4,21,17,198,10,45,4,4,1,1,0,0,0,0,1,0,0
48,17,6,28,21,236,9,38,4,4,3,1,0,0,0,0,0,0,1
37,14,5,27,16,183,11,51,1,4,3,0,0,1,0,0,0,0,1
29,10,8,28,9,245,6,48,2,3,3,0,1,0,0,0,0,0,1
22,8,3,29,7,203,14,58,1,2,1,0,0,1,0,0,1,0,0
26,10,4,18,14,170,9,40,4,1,3,1,0,0,0,0,0,0,1
22,9,6,17,12,170,12,46,3,1,2,0,0,0,1,0,0,1,0
10,5,4,14,9,171,10,37,3,3,3,0,0,0,1,0,0,0,1
15,7,6,12,11,200,13,40,4,4,4,1,0,0,0,1,0,0,0
33,12,7,25,14,147,12,42,1,3,2,0,0,1,0,0,0,1,0
48,17,2,34,19,240,13,44,1,4,1,0,0,1,0,0,1,0,0
31,12,9,21,14,263,14,43,3,3,2,0,0,0,1,0,0,1,0
23,9,5,18,13,166,8,47,1,3,3,0,0,1,0,0,0,0,1
47,17,6,33,17,199,12,55,1,4,3,0,0,1,0,0,0,0,1
28,11,7,16,16,199,10,45,3,4,4,0,0,0,1,1,0,0,0
19,8,6,13,14,250,9,31,2,3,2,0,1,0,0,0,0,1,0
35,11,7,30,13,131,10,40,1,4,3,0,0,1,0,0,0,0,1
49,17,4,29,21,215,8,49,2,1,1,0,1,0,0,0,1,0,0
39,13,6,26,18,210,12,24,1,1,2,0,0,1,0,0,0,1,0
30,13,4,13,19,236,11,47,3,2,2,0,0,0,1,0,0,1,0
35,13,6,24,16,192,7,47,2,2,1,0,1,0,0,0,1,0,0
25,10,5,19,13,183,16,39,3,2,1,0,0,0,1,0,1,0,0
21,9,7,16,12,185,14,46,2,4,2,0,1,0,0,0,0,1,0
42,14,5,30,16,186,17,42,4,1,4,1,0,0,0,1,0,0,0
37,12,5,33,14,245,8,35,3,2,2,0,0,0,1,0,0,1,0
32,11,4,30,12,183,9,44,3,1,1,0,0,0,1,0,1,0,0
34,13,5,19,18,183,9,43,2,3,3,0,1,0,0,0,0,0,1
25,10,5,14,16,181,7,44,1,1,1,0,0,1,0,0,1,0,0
24,9,5,26,10,178,9,45,3,3,2,0,0,0,1,0,0,1,0
16,7,5,15,11,166,8,35,4,1,2,1,0,0,0,0,0,1,0
54,19,6,35,20,215,12,48,1,1,2,0,0,1,0,0,0,1,0
25,10,6,19,13,206,14,39,4,2,4,1,0,0,0,1,0,0,0
38,14,3,22,19,215,9,47,3,4,3,0,0,0,1,0,0,0,1
29,11,5,23,13,231,13,53,2,2,1,0,1,0,0,0,1,0,0
43,15,5,29,18,233,10,44,1,4,4,0,0,1,0,1,0,0,0
41,14,5,28,17,239,7,41,4,2,4,1,0,0,0,1,0,0,0
17,7,5,17,10,179,9,48,2,1,1,0,1,0,0,0,1,0,0
29,11,6,22,14,183,9,39,4,2,2,1,0,0,0,0,0,1,0
32,12,7,25,13,192,8,49,1,3,4,0,0,1,0,1,0,0,0
47,16,3,38,16,225,14,50,2,1,4,0,1,0,0,1,0,0,0
28,10,3,28,11,179,11,47,3,4,4,0,0,0,1,1,0,0,0
31,12,6,21,15,174,13,47,2,3,4,0,1,0,0,1,0,0,0
29,10,5,30,10,169,9,40,2,1,2,0,1,0,0,0,0,1,0
45,17,5,29,18,208,11,51,2,1,2,0,1,0,0,0,0,1,0
31,11,5,28,12,214,11,44,4,2,2,1,0,0,0,0,0,1,0
41,14,4,34,15,255,11,39,2,1,3,0,1,0,0,0,0,0,1
27,10,6,25,11,214,4,46,2,4,4,0,1,0,0,1,0,0,0
31,12,5,18,16,204,8,56,4,4,4,1,0,0,0,1,0,0,0
29,9,6,31,9,179,10,42,3,2,4,0,0,0,1,1,0,0,0
23,9,2,23,12,210,11,37,1,1,2,0,0,1,0,0,0,1,0
18,6,8,17,10,195,5,40,2,2,3,0,1,0,0,0,0,0,1
22,9,5,17,12,226,10,49,2,3,3,0,1,0,0,0,0,0,1
28,12,3,19,15,167,8,45,1,2,2,0,0,1,0,0,0,1,0
12,6,2,10,12,183,14,45,3,1,4,0,0,0,1,1,0,0,0
28,10,6,32,8,185,14,47,4,4,1,1,0,0,0,0,1,0,0
12,4,5,22,6,180,8,36,1,4,3,0,0,1,0,0,0,0,1
35,12,6,32,11,200,10,55,2,4,4,0,1,0,0,1,0,0,0
26,9,6,24,11,190,13,44,4,4,2,1,0,0,0,0,0,1,0
34,13,7,18,18,200,12,40,4,1,4,1,0,0,0,1,0,0,0
38,13,5,33,14,204,10,48,4,4,3,1,0,0,0,0,0,0,1
57,19,7,35,21,233,13,50,2,3,4,0,1,0,0,1,0,0,0
17,8,4,17,11,192,10,44,1,1,1,0,0,1,0,0,1,0,0
21,7,4,28,7,221,15,43,3,3,1,0,0,0,1,0,1,0,0
40,14,3,29,17,214,14,44,3,4,1,0,0,0,1,0,1,0,0
41,16,7,16,23,189,14,35,1,2,2,0,0,1,0,0,0,1,0
42,15,5,26,18,173,11,55,3,4,1,0,0,0,1,0,1,0,0
23,9,6,23,10,148,9,39,2,4,2,0,1,0,0,0,0,1,0
39,13,6,28,17,225,10,33,3,1,3,0,0,0,1,0,0,0,1
23,8,4,26,9,170,9,48,4,2,3,1,0,0,0,0,0,0,1
38,13,6,37,10,197,13,60,1,1,4,0,0,1,0,1,0,0,0
31,11,5,22,15,192,11,47,1,3,4,0,0,1,0,1,0,0,0
31,11,8,27,12,186,11,46,4,2,2,1,0,0,0,0,0,1,0
33,14,3,22,16,221,12,48,3,1,3,0,0,0,1,0,0,0,1
23,9,4,19,13,186,5,42,2,3,1,0,1,0,0,0,1,0,0
40,14,5,31,15,194,15,45,4,1,3,1,0,0,0,0,0,0,1
23,9,5,27,8,178,11,50,3,3,2,0,0,0,1,0,0,1,0
30,10,3,30,11,177,14,46,3,1,3,0,0,0,1,0,0,0,1
31,13,2,23,15,201,11,52,4,3,4,1,0,0,0,1,0,0,0
11,5,8,21,4,248,7,50,1,4,2,0,0,1,0,0,0,1,0
34,13,6,16,19,235,11,45,3,2,2,0,0,0,1,0,0,1,0
39,14,6,24,19,178,8,35,2,3,1,0,1,0,0,0,1,0,0
21,8,5,22,10,164,10,42,2,3,3,0,1,0,0,0,0,0,1
47,16,7,36,15,158,11,58,1,3,2,0,0,1,0,0,0,1,0
27,10,4,27,10,223,15,50,4,1,2,1,0,0,0,0,0,1,0
13,5,8,13,9,227,10,40,4,2,3,1,0,0,0,0,0,0,1
31,11,7,25,13,165,13,44,4,4,2,1,0,0,0,0,0,1,0
42,14,6,31,16,224,11,46,3,3,2,0,0,0,1,0,0,1,0
44,16,8,29,18,153,15,41,3,3,2,0,0,0,1,0,0,1,0
23,8,3,31,7,167,11,48,4,4,1,1,0,0,0,0,1,0,0
28,11,6,22,13,228,15,50,3,4,4,0,0,0,1,1,0,0,0
36,14,6,20,18,219,13,46,2,1,3,0,1,0,0,0,0,0,1
36,13,6,26,15,177,11,46,2,3,1,0,1,0,0,0,1,0,0
32,11,5,32,10,188,12,48,1,2,2,0,0,1,0,0,0,1,0
35,12,4,31,14,222,12,32,3,1,1,0,0,0,1,0,1,0,0
32,13,5,20,16,176,13,50,1,3,4,0,0,1,0,1,0,0,0
31,11,4,32,10,232,11,63,3,4,3,0,0,0,1,0,0,0,1
29,11,6,19,15,224,10,48,3,3,1,0,0,0,1,0,1,0,0
34,13,5,23,16,238,11,44,2,3,2,0,1,0,0,0,0,1,0
36,13,7,23,17,206,9,37,2,4,4,0,1,0,0,1,0,0,0
40,15,5,27,17,195,9,42,4,4,2,1,0,0,0,0,0,1,0
27,9,7,26,10,223,12,42,3,4,4,0,0,0,1,1,0,0,0
40,15,2,23,20,203,14,42,4,2,4,1,0,0,0,1,0,0,0
29,10,5,26,11,194,14,44,3,3,2,0,0,0,1,0,0,1,0
31,12,5,20,16,238,11,44,3,2,3,0,0,0,1,0,0,0,1
23,10,6,19,12,188,10,50,2,4,4,0,1,0,0,1,0,0,0
35,12,7,23,16,219,12,42,2,4,3,0,1,0,0,0,0,0,1
46,17,5,27,20,181,15,48,2,2,4,0,1,0,0,1,0,0,0
19,7,5,26,7,266,8,44,1,3,4,0,0,1,0,1,0,0,0
28,9,8,30,9,189,13,42,1,4,2,0,0,1,0,0,0,1,0
29,11,4,22,14,191,11,45,2,1,1,0,1,0,0,0,1,0,0
42,14,3,31,17,182,10,45,1,3,2,0,0,1,0,0,0,1,0
43,15,4,34,15,171,13,48,1,2,4,0,0,1,0,1,0,0,0
25,9,6,19,13,209,11,38,2,2,3,0,1,0,0,0,0,0,1
42,16,4,28,18,228,14,46,3,1,3,0,0,0,1,0,0,0,1
37,13,4,25,16,200,15,50,3,4,1,0,0,0,1,0,1,0,0
24,11,6,17,14,197,10,47,1,3,4,0,0,1,0,1,0,0,0
28,10,4,25,13,173,10,37,3,2,3,0,0,0,1,0,0,0,1
29,11,3,19,16,184,8,43,3,4,3,0,0,0,1,0,0,0,1
40,15,6,20,20,181,15,43,4,4,3,1,0,0,0,0,0,0,1
32,10,8,26,13,194,10,40,2,1,1,0,1,0,0,0,1,0,0
46,16,5,31,18,160,10,48,1,2,1,0,0,1,0,0,1,0,0
33,12,6,26,14,184,10,42,1,1,4,0,0,1,0,1,0,0,0
15,6,5,19,9,171,12,35,3,2,1,0,0,0,1,0,1,0,0
21,8,5,17,12,216,10,36,1,2,4,0,0,1,0,1,0,0,0
28,11,4,27,11,189,13,49,3,2,2,0,0,0,1,0,0,1,0
38,13,7,28,15,167,11,44,3,2,1,0,0,0,1,0,1,0,0
50,17,6,30,21,170,9,40,1,2,2,0,0,1,0,0,0,1,0
35,14,2,21,19,184,11,48,1,4,1,0,0,1,0,0,1,0,0
28,10,5,23,13,216,15,48,1,3,2,0,0,1,0,0,0,1,0
34,13,5,24,15,185,9,47,3,1,1,0,0,0,1,0,1,0,0
23,9,4,21,12,160,12,46,2,2,3,0,1,0,0,0,0,0,1
31,12,5,25,13,186,16,52,2,2,2,0,1,0,0,0,0,1,0
21,8,2,22,11,221,9,40,1,3,3,0,0,1,0,0,0,0,1
24,10,3,20,13,146,10,44,1,3,3,0,0,1,0,0,0,0,1
46,16,8,28,19,173,14,44,3,3,4,0,0,0,1,1,0,0,0
34,13,8,28,13,145,10,47,4,1,2,1,0,0,0,0,0,1,0
31,9,6,34,9,181,9,43,1,3,2,0,0,1,0,0,0,1,0
25,8,4,29,9,146,8,44,2,4,1,0,1,0,0,0,1,0,0
48,16,4,33,19,158,8,39,1,3,4,0,0,1,0,1,0,0,0
20,9,5,18,10,194,9,50,2,1,4,0,1,0,0,1,0,0,0
42,15,4,29,17,184,9,51,3,4,4,0,0,0,1,1,0,0,0
11,6,6,16,8,170,14,44,4,4,2,1,0,0,0,0,0,1,0
42,16,5,21,21,201,14,51,4,2,1,1,0,0,0,0,1,0,0
24,10,6,22,11,193,15,48,4,2,4,1,0,0,0,1,0,0,0
41,15,4,23,20,172,10,48,2,4,3,0,1,0,0,0,0,0,1
41,16,5,27,18,163,14,49,3,2,1,0,0,0,1,0,1,0,0
34,11,5,33,12,193,20,31,2,2,3,0,1,0,0,0,0,0,1
58,20,4,34,23,215,10,42,3,2,4,0,0,0,1,1,0,0,0
15,5,6,22,6,231,7,42,1,3,2,0,0,1,0,0,0,1,0
44,14,5,34,16,233,9,39,3,3,2,0,0,0,1,0,0,1,0
31,12,4,19,17,185,16,46,3,4,2,0,0,0,1,0,0,1,0
47,17,5,27,21,173,9,48,4,4,3,1,0,0,0,0,0,0,1
33,11,7,32,10,194,11,50,2,4,3,0,1,0,0,0,0,0,1
21,9,5,16,12,183,8,48,4,4,1,1,0,0,0,0,1,0,0
31,9,6,36,9,188,12,34,1,4,4,0,0,1,0,1,0,0,0
16,6,5,20,8,193,12,42,3,2,3,0,0,0,1,0,0,0,1
40,15,4,28,17,164,15,47,4,2,1,1,0,0,0,0,1,0,0
23,9,6,23,10,130,12,51,1,3,2,0,0,1,0,0,0,1,0
22,8,6,25,8,154,12,50,4,1,4,1,0,0,0,1,0,0,0
37,14,9,19,19,223,8,40,2,3,1,0,1,0,0,0,1,0,0
19,8,5,21,9,195,13,43,2,2,4,0,1,0,0,1,0,0,0
15,4,2,33,2,172,10,48,2,3,1,0,1,0,0,0,1,0,0
29,10,6,28,12,237,12,34,1,4,1,0,0,1,0,0,1,0,0
21,8,5,23,9,157,12,51,4,2,4,1,0,0,0,1,0,0,0
22,8,3,19,12,148,8,48,4,2,1,1,0,0,0,0,1,0,0
25,9,6,26,10,192,12,38,3,1,1,0,0,0,1,0,1,0,0
36,13,6,23,17,236,12,37,3,3,4,0,0,0,1,1,0,0,0
22,8,3,26,9,196,12,44,1,3,4,0,0,1,0,1,0,0,0
27,10,2,24,14,186,15,40,3,4,2,0,0,0,1,0,0,1,0
38,13,5,33,13,196,11,44,1,4,4,0,0,1,0,1,0,0,0
35,12,7,27,14,194,12,40,2,3,4,0,1,0,0,1,0,0,0
29,11,2,24,14,204,12,47,3,3,4,0,0,0,1,1,0,0,0
40,15,6,26,16,200,7,53,4,1,3,1,0,0,0,0,0,0,1
31,10,4,30,12,239,6,37,4,1,2,1,0,0,0,0,0,1,0
27,12,6,12,17,157,13,44,3,2,1,0,0,0,1,0,1,0,0
7,4,7,9,8,214,10,43,4,3,3,1,0,0,0,0,0,0,1
20,7,6,32,4,166,13,53,4,4,1,1,0,0,0,0,1,0,0
48,16,5,37,16,181,4,48,1,3,2,0,0,1,0,0,0,1,0
30,10,4,29,11,145,14,39,4,2,3,1,0,0,0,0,0,0,1
22,9,6,21,10,202,15,45,1,2,1,0,0,1,0,0,1,0,0
26,9,6,25,12,236,17,34,4,4,2,1,0,0,0,0,0,1,0
53,18,6,39,18,215,14,47,4,3,1,1,0,0,0,0,1,0,0
42,13,5,35,14,144,14,45,1,1,1,0,0,1,0,0,1,0,0
26,9,3,32,9,198,8,43,4,4,1,1,0,0,0,0,1,0,0
45,16,6,26,19,203,11,40,2,1,4,0,1,0,0,1,0,0,0
27,10,7,21,13,186,7,49,2,4,2,0,1,0,0,0,0,1,0
32,12,5,22,15,240,12,49,4,3,4,1,0,0,0,1,0,0,0
21,7,5,30,6,202,12,50,1,2,3,0,0,1,0,0,0,0,1
11,6,4,17,7,249,14,53,4,3,2,1,0,0,0,0,0,1,0
23,9,3,15,14,270,13,43,1,1,3,0,0,1,0,0,0,0,1
42,16,2,29,18,179,11,50,3,1,3,0,0,0,1,0,0,0,1
15,7,7,21,6,211,11,51,2,1,1,0,1,0,0,0,1,0,0
33,11,4,32,12,206,10,38,2,3,4,0,1,0,0,1,0,0,0
22,8,3,27,8,177,13,43,1,2,1,0,0,1,0,0,1,0,0
33,12,4,31,11,194,14,50,4,2,2,1,0,0,0,0,0,1,0
28,9,9,26,11,183,11,27,2,4,2,0,1,0,0,0,0,1,0
27,10,7,24,11,195,12,45,1,4,4,0,0,1,0,1,0,0,0
14,5,7,19,7,157,11,44,1,3,3,0,0,1,0,0,0,0,1
31,11,7,25,13,219,13,45,3,2,4,0,0,0,1,1,0,0,0
53,18,7,30,22,211,7,37,2,2,3,0,1,0,0,0,0,0,1
28,9,5,29,10,149,11,39,1,1,4,0,0,1,0,1,0,0,0
32,13,4,18,17,235,12,53,2,4,1,0,1,0,0,0,1,0,0
40,15,7,24,18,219,11,48,4,3,3,1,0,0,0,0,0,0,1
36,13,7,30,12,213,13,54,3,4,3,0,0,0,1,0,0,0,1
13,6,7,12,10,211,9,40,2,3,4,0,1,0,0,1,0,0,0
30,11,6,20,15,235,3,48,3,4,4,0,0,0,1,1,0,0,0
22,7,2,30,8,179,8,34,4,4,4,1,0,0,0,1,0,0,0
41,15,8,22,19,216,11,47,4,2,1,1,0,0,0,0,1,0,0
25,8,4,28,9,213,10,48,2,4,3,0,1,0,0,0,0,0,1
23,9,2,20,13,233,4,38,2,1,2,0,1,0,0,0,0,1,0
8,4,4,18,6,135,10,40,3,1,2,0,0,0,1,0,0,1,0
15,6,6,22,6,232,12,48,1,3,3,0,0,1,0,0,0,0,1
45,16,3,26,21,212,10,36,2,2,3,0,1,0,0,0,0,0,1
31,12,6,20,15,234,8,43,2,2,4,0,1,0,0,1,0,0,0
32,12,3,23,15,228,12,51,1,3,2,0,0,1,0,0,0,1,0
41,14,5,35,14,161,11,52,1,2,2,0,0,1,0,0,0,1,0
30,10,5,30,10,232,12,43,3,1,3,0,0,0,1,0,0,0,1
40,13,7,36,12,233,10,43,2,2,1,0,1,0,0,0,1,0,0
35,13,5,21,18,153,14,46,1,1,4,0,0,1,0,1,0,0,0
28,11,6,21,13,180,12,57,2,3,3,0,1,0,0,0,0,0,1
35,12,5,30,13,170,9,46,4,1,1,1,0,0,0,0,1,0,0
11,5,4,18,7,187,12,36,1,4,2,0,0,1,0,0,0,1,0
24,10,3,19,13,154,10,53,2,3,3,0,1,0,0,0,0,0,1
27,8,5,34,8,252,15,34,2,3,4,0,1,0,0,1,0,0,0
22,8,6,23,9,221,12,49,2,4,3,0,1,0,0,0,0,0,1
39,14,4,21,20,160,12,44,3,3,1,0,0,0,1,0,1,0,0
48,17,5,31,19,155,11,52,4,3,2,1,0,0,0,0,0,1,0
32,12,5,25,14,248,11,51,2,4,3,0,1,0,0,0,0,0,1
50,18,6,32,19,206,12,58,3,2,3,0,0,0,1,0,0,0,1
22,8,6,22,10,227,11,43,3,3,4,0,0,0,1,1,0,0,0
49,17,3,34,20,176,9,46,1,3,3,0,0,1,0,0,0,0,1
26,9,6,25,11,184,9,35,4,3,2,1,0,0,0,0,0,1,0
2,2,2,15,5,230,13,39,1,1,1,0,0,1,0,0,1,0,0
30,10,4,31,10,160,9,48,1,2,3,0,0,1,0,0,0,0,1
16,8,2,14,12,198,6,47,4,1,2,1,0,0,0,0,0,1,0
39,15,8,23,18,257,14,45,2,4,1,0,1,0,0,0,1,0,0
19,8,3,21,10,184,12,52,3,3,1,0,0,0,1,0,1,0,0
16,6,5,18,9,175,15,38,4,3,3,1,0,0,0,0,0,0,1
35,12,5,27,15,211,15,44,4,2,3,1,0,0,0,0,0,0,1
42,15,4,27,19,236,13,44,4,3,1,1,0,0,0,0,1,0,0
6,4,6,11,6,173,13,53,1,4,4,0,0,1,0,1,0,0,0
35,12,6,23,16,209,7,29,2,1,2,0,1,0,0,0,0,1,0
50,19,6,22,25,195,8,42,3,2,2,0,0,0,1,0,0,1,0
10,4,5,20,5,232,10,43,3,4,4,0,0,0,1,1,0,0,0
17,8,5,15,11,170,8,46,2,3,1,0,1,0,0,0,1,0,0
31,11,5,26,13,220,12,42,2,3,3,0,1,0,0,0,0,0,1
33,12,3,29,13,235,11,57,4,4,1,1,0,0,0,0,1,0,0
37,13,6,24,17,241,7,46,2,2,4,0,1,0,0,1,0,0,0
21,8,7,21,9,175,13,47,3,1,1,0,0,0,1,0,1,0,0
53,18,7,28,22,213,14,43,3,3,2,0,0,0,1,0,0,1,0
42,17,3,20,22,200,15,44,2,3,4,0,1,0,0,1,0,0,0
48,17,6,27,21,219,10,44,3,2,1,0,0,0,1,0,1,0,0
36,13,4,26,16,234,11,44,4,2,2,1,0,0,0,0,0,1,0
25,10,5,23,11,203,8,54,2,1,4,0,1,0,0,1,0,0,0
34,12,5,28,13,165,18,56,3,4,4,0,0,0,1,1,0,0,0
47,17,3,30,20,173,11,43,3,3,4,0,0,0,1,1,0,0,0
26,11,3,14,17,171,8,47,2,2,1,0,1,0,0,0,1,0,0
26,10,2,21,15,187,5,36,3,4,3,0,0,0,1,0,0,0,1
40,14,8,25,17,225,14,42,2,2,4,0,1,0,0,1,0,0,0
27,10,5,28,10,181,10,45,1,4,2,0,0,1,0,0,0,1,0
42,15,8,29,16,200,16,49,4,1,1,1,0,0,0,0,1,0,0
28,11,3,25,11,170,14,56,1,2,4,0,0,1,0,1,0,0,0
