id,water_bill,barrel,barrel_num,yard_size,home_garden,home_garden_num,attitude_env,temperature
970,219.8,No barrel,0,31642,Home garden,1,6,66.5
971,200.37,No barrel,0,5483,No home garden,0,7,76.8
972,182.05,No barrel,0,4027,No home garden,0,7,75.4
973,224.36,No barrel,0,16348,Home garden,1,9,69.8
974,173.1,Barrel,1,15894,No home garden,0,4,66.7
975,210.4,No barrel,0,19340,No home garden,0,6,71.2
976,212.41,No barrel,0,13720,No home garden,0,3,69.8
977,175.84,No barrel,0,14670,No home garden,0,7,62.4
978,247.44,No barrel,0,16959,No home garden,0,2,70.5
979,178.74,Barrel,1,17577,No home garden,0,6,73.3
980,168.36,No barrel,0,8522,No home garden,0,6,63.6
981,213.47,No barrel,0,9612,No home garden,0,8,75.8
982,187.27,Barrel,1,23263,No home garden,0,5,69.4
983,190.47,No barrel,0,16063,No home garden,0,7,66.6
984,187.9,No barrel,0,18987,No home garden,0,7,59.4
985,145.53,Barrel,1,21636,Home garden,1,9,65.6
986,185.92,No barrel,0,18632,No home garden,0,5,64
987,211.46,No barrel,0,11631,No home garden,0,8,70.2
988,183.18,Barrel,1,20197,No home garden,0,6,66.3
989,244.77,No barrel,0,23338,No home garden,0,6,72.1
990,224.93,No barrel,0,17410,No home garden,0,3,69.6
991,183.5,No barrel,0,9499,No home garden,0,3,60.8
992,218.5,No barrel,0,21726,No home garden,0,5,65.9
993,207.89,Barrel,1,18365,No home garden,0,3,75.1
994,229.12,No barrel,0,15905,No home garden,0,5,70.6
995,211.59,Barrel,1,19262,No home garden,0,4,74.8
996,203.24,No barrel,0,5754,No home garden,0,7,65
997,187.83,Barrel,1,17152,No home garden,0,4,69.8
998,232.71,No barrel,0,32157,No home garden,0,5,69.1
999,183.89,Barrel,1,20137,No home garden,0,3,74.8
1000,255.38,No barrel,0,24143,No home garden,0,3,74.3
1001,247.7,No barrel,0,17332,No home garden,0,5,78.1
1002,238.39,No barrel,0,24896,Home garden,1,7,66.3
1003,195.84,No barrel,0,25760,No home garden,0,6,66.4
1004,192.77,No barrel,0,30962,No home garden,0,5,55.2
1005,158.12,Barrel,1,9252,No home garden,0,6,72.1
1006,213.2,No barrel,0,3750,No home garden,0,4,74.4
1007,253.05,Barrel,1,25306,No home garden,0,5,73.6
1008,234.32,No barrel,0,31372,No home garden,0,5,66.7
1009,161.6,Barrel,1,15723,No home garden,0,3,68.6
1010,213.04,No barrel,0,12614,No home garden,0,6,75.6
1011,189.39,No barrel,0,14330,Home garden,1,9,62.1
1012,191.8,Barrel,1,22121,No home garden,0,5,70.3
1013,278.31,No barrel,0,29188,Home garden,1,6,70.1
1014,183.72,Barrel,1,15760,No home garden,0,6,68.1
1015,203.67,Barrel,1,24025,No home garden,0,3,70.4
1016,205.19,Barrel,1,22898,No home garden,0,4,74.5
1017,204.03,No barrel,0,14733,No home garden,0,8,67
1018,274.01,No barrel,0,33228,No home garden,0,1,68.9
1019,227.75,Barrel,1,21052,No home garden,0,5,78.3
1020,202.15,Barrel,1,21863,No home garden,0,2,70.9
1021,210,No barrel,0,21669,No home garden,0,6,70.1
1022,185.2,No barrel,0,20772,Home garden,1,8,60.5
1023,195.04,No barrel,0,15157,No home garden,0,7,63.8
1024,142.43,Barrel,1,13206,Home garden,1,9,63.3
1025,226.44,No barrel,0,29757,No home garden,0,6,65.5
1026,258.56,No barrel,0,13091,No home garden,0,3,67.8
1027,257.29,Barrel,1,32477,Home garden,1,8,80.8
1028,223.79,No barrel,0,16371,No home garden,0,2,66.6
1029,249.65,No barrel,0,12828,No home garden,0,4,72.2
1030,208.08,No barrel,0,9805,No home garden,0,5,74
1031,194.92,Barrel,1,16952,No home garden,0,6,75.6
1032,156.54,Barrel,1,7986,Home garden,1,9,63.8
1033,213.92,No barrel,0,23136,No home garden,0,4,65
1034,289.87,No barrel,0,28484,No home garden,0,4,78.9
1035,206.54,No barrel,0,17080,No home garden,0,6,66
1036,234.18,Barrel,1,19544,No home garden,0,3,83
1037,221.77,No barrel,0,27992,Home garden,1,9,72.3
1038,214.94,Barrel,1,34266,No home garden,0,4,73.1
1039,184.99,Barrel,1,18854,No home garden,0,2,68.5
1040,259.47,No barrel,0,29605,No home garden,0,4,67.3
1041,206.06,Barrel,1,14006,No home garden,0,4,73.7
1042,191,No barrel,0,12591,No home garden,0,4,69.5
1043,184.78,No barrel,0,6119,No home garden,0,5,65.5
1044,186,No barrel,0,13450,No home garden,0,6,62.1
1045,200.94,Barrel,1,27000,No home garden,0,3,67.6
1046,206.38,Barrel,1,14410,No home garden,0,5,78.5
1047,189.12,Barrel,1,8131,No home garden,0,6,77.8
1048,208.03,No barrel,0,16159,No home garden,0,4,60.7
1049,201.09,No barrel,0,16741,No home garden,0,7,62.1
1050,173.58,Barrel,1,33445,Home garden,1,7,65.7
1051,225.38,Barrel,1,22834,No home garden,0,3,77
1052,214.01,Barrel,1,37069,No home garden,0,4,63.7
1053,154.63,No barrel,0,7027,No home garden,0,5,63.3
1054,201.55,No barrel,0,10845,No home garden,0,5,65.1
1055,164.48,Barrel,1,11207,No home garden,0,6,72.3
1056,225.52,No barrel,0,21747,No home garden,0,4,65.4
1057,281.98,No barrel,0,35464,No home garden,0,2,68
1058,189.34,Barrel,1,27188,Home garden,1,10,65.6
1059,190.13,No barrel,0,10715,No home garden,0,8,69.3
1060,250.17,No barrel,0,20218,No home garden,0,5,76.5
1061,230.38,No barrel,0,5469,No home garden,0,5,77
1062,282.42,No barrel,0,38515,No home garden,0,3,71.1
1063,191.33,Barrel,1,19876,No home garden,0,4,66.5
1064,171.01,No barrel,0,812,No home garden,0,4,66.7
1065,229.47,No barrel,0,30257,Home garden,1,7,68
1066,142.96,Barrel,1,4280,No home garden,0,5,67.5
1067,282.57,No barrel,0,33649,Home garden,1,5,76.9
1068,213.4,No barrel,0,16589,No home garden,0,3,68.6
1069,192.65,Barrel,1,23615,Home garden,1,9,75.8
1070,191.92,No barrel,0,18831,Home garden,1,8,66.4
1071,201.44,Barrel,1,25388,No home garden,0,6,72.7
1072,238.23,No barrel,0,14172,No home garden,0,2,72
1073,225.12,No barrel,0,18390,No home garden,0,8,68.6
1074,242.85,No barrel,0,23242,No home garden,0,5,62.4
1075,238.93,No barrel,0,11722,No home garden,0,5,75.4
1076,247.68,No barrel,0,29263,Home garden,1,6,69.9
1077,202.81,No barrel,0,16039,No home garden,0,5,65.2
1078,232.76,Barrel,1,36844,Home garden,1,8,72
1079,168.96,No barrel,0,1490,No home garden,0,7,68.8
1080,270.26,No barrel,0,38897,Home garden,1,8,64.4
1081,190.58,Barrel,1,28530,No home garden,0,6,70.5
1082,201.21,Barrel,1,32333,No home garden,0,4,66.9
1083,159.5,Barrel,1,20838,No home garden,0,5,68.3
1084,221.74,No barrel,0,22235,No home garden,0,5,71.3
1085,249.21,No barrel,0,28199,No home garden,0,1,64.8
1086,202.15,No barrel,0,1852,No home garden,0,5,74.7
1087,168.22,Barrel,1,17425,Home garden,1,9,75
1088,247.6,No barrel,0,25560,No home garden,0,5,71.2
1089,192.87,Barrel,1,14659,No home garden,0,7,77.8
1090,194.86,No barrel,0,17000,No home garden,0,6,66.7
1091,260.18,No barrel,0,35508,No home garden,0,3,70.7
1092,252.62,No barrel,0,26432,No home garden,0,4,63.6
1093,188.49,No barrel,0,7226,No home garden,0,9,68.9
1094,195.07,Barrel,1,19081,No home garden,0,6,78.3
1095,208.19,Barrel,1,30303,Home garden,1,8,75.8
1096,205.41,No barrel,0,6462,No home garden,0,5,72.4
1097,221.4,Barrel,1,33116,Home garden,1,6,69.7
1098,133.03,Barrel,1,6787,No home garden,0,7,67.3
1099,208.32,No barrel,0,17606,No home garden,0,6,75.1
1100,224.43,No barrel,0,20912,No home garden,0,5,72.2
1101,192.35,No barrel,0,9554,No home garden,0,6,68
1102,228.45,No barrel,0,20415,No home garden,0,7,68.2
1103,229.51,No barrel,0,25247,No home garden,0,4,69.4
1104,256.46,No barrel,0,18342,No home garden,0,2,73.4
1105,138.86,Barrel,1,6949,No home garden,0,8,74.2
1106,177.71,No barrel,0,20364,Home garden,1,8,58.6
1107,230.6,No barrel,0,25972,No home garden,0,6,71.5
1108,184.08,Barrel,1,17894,No home garden,0,6,74.2
1109,164.85,Barrel,1,19135,No home garden,0,6,73.1
1110,167.78,Barrel,1,17104,No home garden,0,6,74.6
1111,190.2,Barrel,1,17532,No home garden,0,5,69.5
1112,196.96,No barrel,0,5793,No home garden,0,5,70.2
1113,176.95,Barrel,1,15662,No home garden,0,6,75
1114,247.97,No barrel,0,26488,No home garden,0,4,74.7
1115,222.52,No barrel,0,18915,No home garden,0,5,70.7
1116,171.78,Barrel,1,18223,Home garden,1,10,65.8
1117,233.51,Barrel,1,35356,No home garden,0,4,68.6
1118,217.5,No barrel,0,16862,No home garden,0,2,68.1
1119,198.36,No barrel,0,12841,No home garden,0,6,57.2
1120,179.43,No barrel,0,14134,No home garden,0,8,66.3
1121,259.39,No barrel,0,17161,No home garden,0,2,71
1122,142.86,Barrel,1,6681,No home garden,0,6,67.9
1123,223.5,No barrel,0,17329,No home garden,0,6,68.2
1124,215.83,Barrel,1,23344,No home garden,0,5,70.8
1125,205.54,No barrel,0,10890,No home garden,0,7,72.7
1126,182.71,Barrel,1,9176,No home garden,0,5,77
1127,207.19,No barrel,0,21292,No home garden,0,4,61.2
1128,200.43,No barrel,0,11011,No home garden,0,9,63.1
1129,299.66,No barrel,0,36433,No home garden,0,3,77.5
1130,240.34,Barrel,1,36823,Home garden,1,9,73.5
1131,140.73,Barrel,1,7203,No home garden,0,6,67.1
1132,222.54,Barrel,1,23342,No home garden,0,3,72.2
1133,208.41,No barrel,0,18494,No home garden,0,6,70.1
1134,194.16,No barrel,0,23099,Home garden,1,10,67.2
1135,181.65,No barrel,0,26037,Home garden,1,10,62.3
1136,198.05,No barrel,0,12385,No home garden,0,3,69.3
1137,193.87,Barrel,1,27213,Home garden,1,6,62.3
1138,271.18,Barrel,1,30495,No home garden,0,3,80.8
1139,224.09,No barrel,0,15881,No home garden,0,6,70.5
1140,127.26,Barrel,1,7853,No home garden,0,6,68.6
1141,190.49,No barrel,0,15889,No home garden,0,8,66.3
1142,208.47,No barrel,0,17855,No home garden,0,4,67
1143,195.23,Barrel,1,27079,Home garden,1,9,69.2
1144,264.22,No barrel,0,31899,Home garden,1,8,74.9
1145,282.15,No barrel,0,35073,Home garden,1,6,68
1146,207.68,No barrel,0,13255,No home garden,0,5,68.6
1147,239.91,No barrel,0,26485,No home garden,0,4,61.4
1148,209.97,No barrel,0,26003,Home garden,1,6,58
1149,268.55,No barrel,0,30258,Home garden,1,6,69.8
1150,203.51,Barrel,1,16949,No home garden,0,7,76.7
1151,194.85,No barrel,0,9033,No home garden,0,5,62.1
1152,189.47,Barrel,1,31747,Home garden,1,6,75.1
1153,214.85,Barrel,1,25924,No home garden,0,6,77.3
1154,243.61,Barrel,1,37492,Home garden,1,5,75.2
1155,198.8,No barrel,0,7541,No home garden,0,4,64.1
1156,202.94,No barrel,0,27232,Home garden,1,7,59.7
1157,236.01,No barrel,0,29722,Home garden,1,9,67.8
1158,260.95,No barrel,0,26075,No home garden,0,2,65.9
1159,239.17,No barrel,0,14384,No home garden,0,4,73.5
1160,241.96,Barrel,1,29123,No home garden,0,4,81.7
1161,233.16,No barrel,0,28459,Home garden,1,10,66.7
1162,189.1,Barrel,1,22834,No home garden,0,5,69.2
1163,255.35,No barrel,0,33570,Home garden,1,6,71.4
1164,215.98,No barrel,0,22424,No home garden,0,4,61.7
1165,201.79,Barrel,1,21779,No home garden,0,2,75.2
1166,203.76,Barrel,1,21376,No home garden,0,4,64.1
1167,264.42,No barrel,0,32310,Home garden,1,5,69.6
1168,213.35,No barrel,0,15678,No home garden,0,4,73.7
1169,220.01,No barrel,0,14919,No home garden,0,3,67.1
1170,205.04,Barrel,1,24458,Home garden,1,9,69.9
1171,234.22,No barrel,0,28436,No home garden,0,4,64.3
1172,208.5,No barrel,0,16990,No home garden,0,5,66.9
1173,249.38,No barrel,0,19676,No home garden,0,2,74.1
1174,183.69,Barrel,1,25296,Home garden,1,9,75.3
1175,264.78,No barrel,0,37279,Home garden,1,9,75.3
1176,185.82,Barrel,1,20088,No home garden,0,7,60.3
1177,221.92,Barrel,1,35177,Home garden,1,6,71.7
1178,181.95,Barrel,1,13960,No home garden,0,6,75.8
1179,253.64,No barrel,0,30159,Home garden,1,6,66.1
1180,221.99,No barrel,0,24874,No home garden,0,6,67.2
1181,257.1,No barrel,0,20654,No home garden,0,2,73
1182,229.27,Barrel,1,31502,Home garden,1,7,77.5
1183,229.71,Barrel,1,39137,Home garden,1,5,70.1
1184,275.45,No barrel,0,25517,No home garden,0,4,79.3
1185,274.7,Barrel,1,36472,No home garden,0,3,80.5
1186,246.32,No barrel,0,36220,No home garden,0,3,58.9
1187,220.97,Barrel,1,28104,No home garden,0,4,66.2
1188,232.23,No barrel,0,29173,Home garden,1,7,71.5
1189,226.82,No barrel,0,25607,No home garden,0,5,70.2
1190,185.56,Barrel,1,18508,Home garden,1,9,78.1
1191,200.29,No barrel,0,17968,No home garden,0,5,71.8
1192,190.39,No barrel,0,20285,No home garden,0,2,61.6
1193,218.75,Barrel,1,26344,No home garden,0,6,72.6
1194,255.96,No barrel,0,31885,Home garden,1,7,71.2
1195,216.08,Barrel,1,29816,No home garden,0,5,71.6
1196,234.08,No barrel,0,22185,No home garden,0,4,69.5
1197,224.64,No barrel,0,14517,No home garden,0,2,70.9
1198,234.21,Barrel,1,36876,Home garden,1,5,77.7
1199,258.38,No barrel,0,31655,No home garden,0,4,67.1
1200,248.5,No barrel,0,13989,No home garden,0,5,73.2
1201,221.24,No barrel,0,22183,No home garden,0,6,64.3
1202,252.95,No barrel,0,17451,No home garden,0,6,69.7
1203,222.28,No barrel,0,23782,No home garden,0,2,66.7
1204,185.68,No barrel,0,2969,No home garden,0,5,71
1205,249.85,No barrel,0,24186,No home garden,0,3,73.1
1206,202.03,Barrel,1,21118,No home garden,0,6,65
1207,211.35,No barrel,0,20995,No home garden,0,5,60
1208,244.11,No barrel,0,25062,Home garden,1,8,75.2
1209,227.8,No barrel,0,16219,No home garden,0,4,64.6
1210,180.67,No barrel,0,19122,Home garden,1,8,60.4
1211,169.63,No barrel,0,16677,Home garden,1,9,67.2
1212,253.36,No barrel,0,23348,No home garden,0,4,74.2
1213,180.24,Barrel,1,6868,No home garden,0,3,76
1214,195.72,Barrel,1,11485,No home garden,0,3,77.4
1215,178.1,Barrel,1,25572,Home garden,1,6,64.4
1216,229.36,Barrel,1,28748,No home garden,0,4,70.2
1217,208.4,No barrel,0,14181,No home garden,0,5,70.1
1218,194.93,No barrel,0,9817,No home garden,0,3,64.2
1219,160.82,Barrel,1,14859,No home garden,0,6,65
1220,195.92,No barrel,0,10522,No home garden,0,4,70.6
1221,211.45,No barrel,0,16007,No home garden,0,3,71
1222,178.36,Barrel,1,24923,Home garden,1,8,68.3
1223,255.21,No barrel,0,19859,No home garden,0,2,71
1224,210.88,No barrel,0,9177,No home garden,0,2,72.6
1225,199.99,No barrel,0,11933,No home garden,0,4,77.6
1226,231.93,No barrel,0,25745,No home garden,0,2,69.6
1227,225.27,No barrel,0,22408,No home garden,0,7,70.4
1228,217.3,No barrel,0,18781,No home garden,0,5,73.5
1229,270.4,No barrel,0,35488,No home garden,0,5,67.5
1230,198.83,Barrel,1,22899,No home garden,0,6,69.1
1231,230.57,No barrel,0,15576,No home garden,0,3,68.1
1232,198.18,No barrel,0,19180,No home garden,0,7,67.1
1233,210.29,Barrel,1,26335,No home garden,0,3,72.4
1234,158.35,Barrel,1,9336,No home garden,0,4,71.6
1235,261.36,No barrel,0,35610,No home garden,0,1,63
1236,251.97,Barrel,1,29783,No home garden,0,5,70.5
1237,208.3,No barrel,0,13387,No home garden,0,4,66.9
1238,247.53,No barrel,0,22504,No home garden,0,3,72.7
1239,218.15,Barrel,1,37900,Home garden,1,6,71.4
1240,236.39,No barrel,0,23959,No home garden,0,4,70.2
1241,271.18,No barrel,0,22785,No home garden,0,3,78.1
